"InternalDate","Time","Exchange","Symbol","BidPrice2","BidPrice1","AskPrice1","AskPrice2"
2022-07-11,64929076,"IDEALPRO","USD.CNH",0,6.6845,6.69159,0
2022-07-11,65249604,"IDEALPRO","USD.CNH",0,6.68454,6.69162,0
2022-07-11,65301970,"IDEALPRO","USD.CNH",0,6.68454,6.69161,0
2022-07-11,65302191,"IDEALPRO","USD.CNH",0,6.68454,6.69162,0
2022-07-11,70011998,"IDEALPRO","USD.CNH",0,6.6852,6.69163,0
2022-07-11,70033231,"IDEALPRO","USD.CNH",0,6.68519,6.69163,0
2022-07-11,70044589,"IDEALPRO","USD.CNH",0,6.68656,6.6902,0
2022-07-11,70045032,"IDEALPRO","USD.CNH",0,6.68635,6.6902,0
2022-07-11,70047572,"IDEALPRO","USD.CNH",0,6.68634,6.6902,0
2022-07-11,70139736,"IDEALPRO","USD.CNH",0,6.68634,6.69002,0
2022-07-11,70142512,"IDEALPRO","USD.CNH",0,6.68635,6.68973,0
2022-07-11,70146133,"IDEALPRO","USD.CNH",0,6.68634,6.68973,0
2022-07-11,70147372,"IDEALPRO","USD.CNH",0,6.68634,6.69009,0
2022-07-11,70150255,"IDEALPRO","USD.CNH",0,6.68634,6.68993,0
2022-07-11,70151365,"IDEALPRO","USD.CNH",0,6.68635,6.68993,0
2022-07-11,70153583,"IDEALPRO","USD.CNH",0,6.68635,6.6899,0
2022-07-11,70155803,"IDEALPRO","USD.CNH",0,6.68635,6.68985,0
2022-07-11,70201275,"IDEALPRO","USD.CNH",0,6.68634,6.68967,0
2022-07-11,70202277,"IDEALPRO","USD.CNH",0,6.68635,6.68967,0
2022-07-11,70208208,"IDEALPRO","USD.CNH",0,6.68634,6.68999,0
2022-07-11,70210291,"IDEALPRO","USD.CNH",0,6.68635,6.68999,0
2022-07-11,70218808,"IDEALPRO","USD.CNH",0,6.68634,6.68996,0
2022-07-11,70224401,"IDEALPRO","USD.CNH",0,6.68635,6.68969,0
2022-07-11,70227198,"IDEALPRO","USD.CNH",0,6.68635,6.6897,0
2022-07-11,70236735,"IDEALPRO","USD.CNH",0,6.68635,6.68966,0
2022-07-11,70237401,"IDEALPRO","USD.CNH",0,6.68635,6.68977,0
2022-07-11,70238289,"IDEALPRO","USD.CNH",0,6.68634,6.68977,0
2022-07-11,70243152,"IDEALPRO","USD.CNH",0,6.68635,6.68977,0
2022-07-11,70244667,"IDEALPRO","USD.CNH",0,6.68635,6.68976,0
2022-07-11,70253359,"IDEALPRO","USD.CNH",0,6.68622,6.68969,0
2022-07-11,70254361,"IDEALPRO","USD.CNH",0,6.68622,6.68987,0
2022-07-11,70301087,"IDEALPRO","USD.CNH",0,6.68623,6.68987,0
2022-07-11,70302639,"IDEALPRO","USD.CNH",0,6.68612,6.68987,0
2022-07-11,70304219,"IDEALPRO","USD.CNH",0,6.68625,6.68987,0
2022-07-11,70306401,"IDEALPRO","USD.CNH",0,6.68625,6.68976,0
2022-07-11,70316994,"IDEALPRO","USD.CNH",0,6.68625,6.68973,0
2022-07-11,70326285,"IDEALPRO","USD.CNH",0,6.68625,6.6897,0
2022-07-11,70328296,"IDEALPRO","USD.CNH",0,6.68625,6.68964,0
2022-07-11,70338425,"IDEALPRO","USD.CNH",0,6.68625,6.68962,0
2022-07-11,70352490,"IDEALPRO","USD.CNH",0,6.68625,6.68961,0
2022-07-11,70403206,"IDEALPRO","USD.CNH",0,6.68625,6.6896,0
2022-07-11,70424491,"IDEALPRO","USD.CNH",0,6.68625,6.6895,0
2022-07-11,70429708,"IDEALPRO","USD.CNH",0,6.6883,6.68937,0
2022-07-11,70504367,"IDEALPRO","USD.CNH",0,6.6883,6.68936,0
2022-07-11,70509776,"IDEALPRO","USD.CNH",0,6.6883,6.68935,0
2022-07-11,70528588,"IDEALPRO","USD.CNH",0,6.6883,6.68942,0
2022-07-11,70529551,"IDEALPRO","USD.CNH",0,6.68618,6.68938,0
2022-07-11,70536219,"IDEALPRO","USD.CNH",0,6.68618,6.68937,0
2022-07-11,70539327,"IDEALPRO","USD.CNH",0,6.68597,6.68952,0
2022-07-11,70550222,"IDEALPRO","USD.CNH",0,6.68597,6.68949,0
2022-07-11,70602242,"IDEALPRO","USD.CNH",0,6.68597,6.68946,0
2022-07-11,70614470,"IDEALPRO","USD.CNH",0,6.68621,6.68947,0
2022-07-11,70618850,"IDEALPRO","USD.CNH",0,6.68621,6.6895,0
2022-07-11,70630856,"IDEALPRO","USD.CNH",0,6.68621,6.68948,0
2022-07-11,70639669,"IDEALPRO","USD.CNH",0,6.68621,6.68945,0
2022-07-11,70700457,"IDEALPRO","USD.CNH",0,6.68621,6.68944,0
2022-07-11,70705629,"IDEALPRO","USD.CNH",0,6.68621,6.68946,0
2022-07-11,70714277,"IDEALPRO","USD.CNH",0,6.68621,6.68945,0
2022-07-11,70716065,"IDEALPRO","USD.CNH",0,6.68621,6.68944,0
2022-07-11,70719785,"IDEALPRO","USD.CNH",0,6.68621,6.68944,0
2022-07-11,70759388,"IDEALPRO","USD.CNH",0,6.68621,6.68941,0
2022-07-11,70818880,"IDEALPRO","USD.CNH",0,6.68621,6.6894,0
2022-07-11,70819767,"IDEALPRO","USD.CNH",0,6.68621,6.6894,0
2022-07-11,70845395,"IDEALPRO","USD.CNH",0,6.68621,6.68938,0
2022-07-11,70851604,"IDEALPRO","USD.CNH",0,6.68621,6.68937,0
2022-07-11,70903866,"IDEALPRO","USD.CNH",0,6.68621,6.68938,0
2022-07-11,70909955,"IDEALPRO","USD.CNH",0,6.68632,6.68946,0
2022-07-11,70911507,"IDEALPRO","USD.CNH",0,6.68632,6.68929,0
2022-07-11,70917748,"IDEALPRO","USD.CNH",0,6.68632,6.68936,0
2022-07-11,70922154,"IDEALPRO","USD.CNH",0,6.68631,6.68936,0
2022-07-11,70926184,"IDEALPRO","USD.CNH",0,6.68631,6.68928,0
2022-07-11,71111660,"IDEALPRO","USD.CNH",0,6.68631,6.68936,0
2022-07-11,71159582,"IDEALPRO","USD.CNH",0,6.68631,6.68934,0
2022-07-11,71406941,"IDEALPRO","USD.CNH",0,6.68532,6.68933,0
2022-07-11,71548761,"IDEALPRO","USD.CNH",0,6.68532,6.68934,0
2022-07-11,71720568,"IDEALPRO","USD.CNH",0,6.68543,6.68934,0
2022-07-11,71735695,"IDEALPRO","USD.CNH",0,6.68543,6.68933,0
2022-07-11,71739880,"IDEALPRO","USD.CNH",0,6.68543,6.68934,0
2022-07-11,71746886,"IDEALPRO","USD.CNH",0,6.68551,6.68934,0
2022-07-11,71803940,"IDEALPRO","USD.CNH",0,6.68555,6.68934,0
2022-07-11,71825957,"IDEALPRO","USD.CNH",0,6.6853,6.68863,0
2022-07-11,71829084,"IDEALPRO","USD.CNH",0,6.68532,6.68863,0
2022-07-11,71835852,"IDEALPRO","USD.CNH",0,6.68536,6.68863,0
2022-07-11,71844266,"IDEALPRO","USD.CNH",0,6.68538,6.68863,0
2022-07-11,71849918,"IDEALPRO","USD.CNH",0,6.68541,6.68863,0
2022-07-11,71859734,"IDEALPRO","USD.CNH",0,6.68544,6.68863,0
2022-07-11,71901617,"IDEALPRO","USD.CNH",0,6.68545,6.68863,0
2022-07-11,71910609,"IDEALPRO","USD.CNH",0,6.68546,6.68863,0
2022-07-11,71927422,"IDEALPRO","USD.CNH",0,6.68549,6.68863,0
2022-07-11,71930858,"IDEALPRO","USD.CNH",0,6.6855,6.68863,0
2022-07-11,71932346,"IDEALPRO","USD.CNH",0,6.68551,6.68863,0
2022-07-11,71951334,"IDEALPRO","USD.CNH",0,6.68553,6.68863,0
2022-07-11,71958815,"IDEALPRO","USD.CNH",0,6.68554,6.68863,0
2022-07-11,72016811,"IDEALPRO","USD.CNH",0,6.6856,6.68927,0
2022-07-11,72017033,"IDEALPRO","USD.CNH",0,6.6856,6.68935,0
2022-07-11,72022865,"IDEALPRO","USD.CNH",0,6.6856,6.68897,0
2022-07-11,72023752,"IDEALPRO","USD.CNH",0,6.68554,6.68863,0
2022-07-11,72025749,"IDEALPRO","USD.CNH",0,6.6856,6.68897,0
2022-07-11,72127791,"IDEALPRO","USD.CNH",0,6.6856,6.68897,0
2022-07-11,72200372,"IDEALPRO","USD.CNH",0,6.68561,6.68899,0
2022-07-11,72214261,"IDEALPRO","USD.CNH",0,6.6856,6.68898,0
2022-07-11,72253934,"IDEALPRO","USD.CNH",0,6.68561,6.68898,0
2022-07-11,72412647,"IDEALPRO","USD.CNH",0,6.68561,6.68898,0
2022-07-11,72418680,"IDEALPRO","USD.CNH",0,6.6856,6.68897,0
2022-07-11,72442422,"IDEALPRO","USD.CNH",0,6.68559,6.68897,0
2022-07-11,72511031,"IDEALPRO","USD.CNH",0,6.6856,6.68897,0
2022-07-11,72521557,"IDEALPRO","USD.CNH",0,6.68559,6.68897,0
2022-07-11,72543790,"IDEALPRO","USD.CNH",0,6.68559,6.68896,0
2022-07-11,72706358,"IDEALPRO","USD.CNH",0,6.68556,6.68892,0
2022-07-11,72711465,"IDEALPRO","USD.CNH",0,6.68513,6.68891,0
2022-07-11,72719502,"IDEALPRO","USD.CNH",0,6.68542,6.68891,0
2022-07-11,72807778,"IDEALPRO","USD.CNH",0,6.68542,6.68891,0
2022-07-11,72826744,"IDEALPRO","USD.CNH",0,6.68542,6.6889,0
2022-07-11,72857692,"IDEALPRO","USD.CNH",0,6.68542,6.6889,0
2022-07-11,72941862,"IDEALPRO","USD.CNH",0,6.68545,6.68894,0
2022-07-11,72951936,"IDEALPRO","USD.CNH",0,6.68545,6.68893,0
2022-07-11,72954685,"IDEALPRO","USD.CNH",0,6.68544,6.68893,0
