"InternalDate","Time","Exchange","Symbol","BidPrice2","BidPrice1","AskPrice1","AskPrice2"
2022-07-06,64005069,"IDEALPRO","USD.CNH",0,6.70948,6.71133,0
2022-07-06,64006893,"IDEALPRO","USD.CNH",0,6.70945,6.71127,0
2022-07-06,64025180,"IDEALPRO","USD.CNH",0,6.70945,6.71129,0
2022-07-06,64156209,"IDEALPRO","USD.CNH",0,6.70945,6.71133,0
2022-07-06,64411686,"IDEALPRO","USD.CNH",0,6.70945,6.71135,0
2022-07-06,64433113,"IDEALPRO","USD.CNH",0,6.70941,6.71135,0
2022-07-06,64436439,"IDEALPRO","USD.CNH",0,6.70941,6.71115,0
2022-07-06,64450962,"IDEALPRO","USD.CNH",0,6.70941,6.71116,0
2022-07-06,64457105,"IDEALPRO","USD.CNH",0,6.70941,6.71119,0
2022-07-06,64459218,"IDEALPRO","USD.CNH",0,6.70946,6.71119,0
2022-07-06,64500555,"IDEALPRO","USD.CNH",0,6.70946,6.71118,0
2022-07-06,64511969,"IDEALPRO","USD.CNH",0,6.70946,6.71119,0
2022-07-06,64523075,"IDEALPRO","USD.CNH",0,6.70946,6.71118,0
2022-07-06,64541208,"IDEALPRO","USD.CNH",0,6.70946,6.7112,0
2022-07-06,64547216,"IDEALPRO","USD.CNH",0,6.70946,6.71122,0
2022-07-06,64644553,"IDEALPRO","USD.CNH",0,6.70947,6.71138,0
2022-07-06,64711417,"IDEALPRO","USD.CNH",0,6.70947,6.71129,0
2022-07-06,64730319,"IDEALPRO","USD.CNH",0,6.70947,6.71136,0
2022-07-06,64837632,"IDEALPRO","USD.CNH",0,6.70925,6.71136,0
2022-07-06,64845258,"IDEALPRO","USD.CNH",0,6.70925,6.71138,0
2022-07-06,64847299,"IDEALPRO","USD.CNH",0,6.70925,6.7114,0
2022-07-06,64849558,"IDEALPRO","USD.CNH",0,6.7095,6.71122,0
2022-07-06,64905195,"IDEALPRO","USD.CNH",0,6.7095,6.71128,0
2022-07-06,65006884,"IDEALPRO","USD.CNH",0,6.70949,6.71138,0
2022-07-06,65036200,"IDEALPRO","USD.CNH",0,6.70949,6.71128,0
2022-07-06,65052521,"IDEALPRO","USD.CNH",0,6.70925,6.71128,0
2022-07-06,65054223,"IDEALPRO","USD.CNH",0,6.70925,6.71139,0
