"InternalDate","Time","Symbol","LastPrice","Volume","BPrice1","SPrice1"
20220704,205900000,"sc2208",723.9,162,723.9,724
20220704,210000000,"sc2208",724,195,723.1,724
20220704,210001000,"sc2208",724.2,317,724.2,724.5
20220704,210002000,"sc2208",724.5,402,724.5,724.7
20220704,210003000,"sc2208",724.6,484,724.6,724.7
20220704,210004000,"sc2208",724.7,543,724.7,725
20220704,210005000,"sc2208",724.9,576,724.8,724.9
20220704,210006000,"sc2208",724.8,638,724.8,724.9
20220704,210007000,"sc2208",724.7,713,724.5,725
20220704,210008000,"sc2208",724.7,774,724.5,724.8
20220704,210009000,"sc2208",724.3,800,724.2,724.3
20220704,210010000,"sc2208",723.9,901,723.6,724
20220704,210011000,"sc2208",724,954,723.6,724
20220704,210012000,"sc2208",723.9,980,723.9,724.1
20220704,210013000,"sc2208",724.1,1012,724.3,724.4
20220704,210014000,"sc2208",724.3,1028,724.2,724.4
20220704,210015000,"sc2208",724.3,1046,724.2,724.3
20220704,210016000,"sc2208",724,1082,723.9,724.1
20220704,210017000,"sc2208",723.9,1103,723.9,724.1
20220704,210018000,"sc2208",724.1,1118,724.1,724.2
20220704,210019000,"sc2208",724.2,1193,724.2,724.3
20220704,210020000,"sc2208",724.4,1212,724.4,724.5
20220704,210021000,"sc2208",724.5,1249,724.5,724.6
20220704,210022000,"sc2208",724.4,1287,724.3,724.6
20220704,210023000,"sc2208",724.5,1299,724.4,724.6
20220704,210024000,"sc2208",724.5,1308,724.5,724.7
20220704,210025000,"sc2208",724.7,1329,724.7,724.9
20220704,210026000,"sc2208",724.9,1352,724.9,725
20220704,210027000,"sc2208",724.8,1385,724.7,724.9
20220704,210028000,"sc2208",724.9,1418,724.8,724.9
20220704,210029000,"sc2208",724.9,1438,724.9,725.1
20220704,210030000,"sc2208",725.1,1465,725,725.1
20220704,210031000,"sc2208",725.1,1484,725.1,725.2
20220704,210032000,"sc2208",725.3,1506,725.2,725.4
20220704,210033000,"sc2208",725.4,1547,725.3,725.5
20220704,210034000,"sc2208",725.5,1577,725.5,725.6
20220704,210035000,"sc2208",725.4,1602,725.3,725.4
20220704,210036000,"sc2208",725.4,1616,725.3,725.4
20220704,210037000,"sc2208",725.3,1629,725.3,725.4
20220704,210038000,"sc2208",725.4,1637,725.3,725.4
20220704,210039000,"sc2208",725.4,1643,725.3,725.4
20220704,210040000,"sc2208",725.3,1652,725.2,725.3
20220704,210041000,"sc2208",725.2,1656,725.2,725.3
20220704,210042000,"sc2208",725.3,1673,725.2,725.3
20220704,210043000,"sc2208",725.2,1683,725.2,725.4
20220704,210044000,"sc2208",725.3,1704,725.3,725.4
20220704,210045000,"sc2208",725.2,1721,725.1,725.3
20220704,210046000,"sc2208",725.1,1737,725.1,725.2
20220704,210047000,"sc2208",725.3,1746,725.3,725.4
20220704,210048000,"sc2208",725.4,1792,725.4,725.5
20220704,210049000,"sc2208",725.3,1805,725.4,725.5
20220704,210050000,"sc2208",725.3,1814,725.3,725.4
20220704,210051000,"sc2208",725.3,1818,725.3,725.4
20220704,210052000,"sc2208",725.3,1861,725.3,725.4
20220704,210053000,"sc2208",725.2,1875,725.3,725.4
20220704,210054000,"sc2208",725.3,1886,725.3,725.5
20220704,210055000,"sc2208",725.4,1899,725.3,725.4
20220704,210056000,"sc2208",725.4,1904,725.3,725.4
20220704,210057000,"sc2208",725.3,1907,725.3,725.4
20220704,210058000,"sc2208",725.4,1938,725.3,725.4
20220704,210059000,"sc2208",725.4,1942,725.3,725.5
20220704,210100000,"sc2208",725.4,1956,725.3,725.4
20220704,210101000,"sc2208",725.4,1969,725.3,725.4
20220704,210102000,"sc2208",725.4,1988,725.3,725.4
20220704,210103000,"sc2208",725.5,2027,725.5,725.6
20220704,210104000,"sc2208",725.5,2035,725.5,725.6
20220704,210105000,"sc2208",725.6,2067,725.5,725.7
20220704,210106000,"sc2208",725.7,2076,725.7,725.8
20220704,210107000,"sc2208",725.8,2108,725.7,725.8
20220704,210108000,"sc2208",725.7,2126,725.7,725.8
20220704,210109000,"sc2208",725.8,2146,725.8,725.9
20220704,210110000,"sc2208",725.8,2161,725.8,725.9
20220704,210111000,"sc2208",726,2194,726,726.1
20220704,210112000,"sc2208",726.2,2205,726.2,726.3
