"InternalDate","Time","Exchange","Symbol","BidPrice2","BidPrice1","AskPrice1","AskPrice2"
2022-07-05,64005238,"IDEALPRO","USD.CNH",0,6.69438,6.69539,0
2022-07-05,64007516,"IDEALPRO","USD.CNH",0,6.69442,6.69541,0
2022-07-05,64041771,"IDEALPRO","USD.CNH",0,6.69443,6.69541,0
2022-07-05,64202905,"IDEALPRO","USD.CNH",0,6.69443,6.69539,0
2022-07-05,64301440,"IDEALPRO","USD.CNH",0,6.69442,6.69538,0
2022-07-05,64338579,"IDEALPRO","USD.CNH",0,6.69433,6.69519,0
2022-07-05,64339557,"IDEALPRO","USD.CNH",0,6.69442,6.69538,0
2022-07-05,64340670,"IDEALPRO","USD.CNH",0,6.69433,6.69518,0
2022-07-05,64341661,"IDEALPRO","USD.CNH",0,6.69443,6.69538,0
2022-07-05,64342764,"IDEALPRO","USD.CNH",0,6.69433,6.69518,0
2022-07-05,64343988,"IDEALPRO","USD.CNH",0,6.69443,6.69538,0
2022-07-05,64344867,"IDEALPRO","USD.CNH",0,6.69433,6.69518,0
2022-07-05,64345980,"IDEALPRO","USD.CNH",0,6.69443,6.69537,0
2022-07-05,64347983,"IDEALPRO","USD.CNH",0,6.69443,6.69537,0
2022-07-05,64500474,"IDEALPRO","USD.CNH",0,6.69446,6.6954,0
2022-07-05,64504752,"IDEALPRO","USD.CNH",0,6.69442,6.69537,0
2022-07-05,64621240,"IDEALPRO","USD.CNH",0,6.69418,6.69511,0
2022-07-05,64622355,"IDEALPRO","USD.CNH",0,6.69418,6.69501,0
2022-07-05,64624771,"IDEALPRO","USD.CNH",0,6.69418,6.69501,0
2022-07-05,64629002,"IDEALPRO","USD.CNH",0,6.69418,6.69501,0
2022-07-05,64631674,"IDEALPRO","USD.CNH",0,6.69422,6.69501,0
2022-07-05,64634830,"IDEALPRO","USD.CNH",0,6.6942,6.69501,0
2022-07-05,64635780,"IDEALPRO","USD.CNH",0,6.69426,6.69501,0
2022-07-05,64640811,"IDEALPRO","USD.CNH",0,6.69422,6.69501,0
2022-07-05,64646647,"IDEALPRO","USD.CNH",0,6.69423,6.69501,0
2022-07-05,64649320,"IDEALPRO","USD.CNH",0,6.69409,6.69483,0
2022-07-05,64651768,"IDEALPRO","USD.CNH",0,6.69409,6.69487,0
2022-07-05,64655538,"IDEALPRO","USD.CNH",0,6.69409,6.69484,0
2022-07-05,64704615,"IDEALPRO","USD.CNH",0,6.69409,6.69487,0
2022-07-05,64707687,"IDEALPRO","USD.CNH",0,6.69409,6.69484,0
2022-07-05,64709339,"IDEALPRO","USD.CNH",0,6.69409,6.69488,0
2022-07-05,64713624,"IDEALPRO","USD.CNH",0,6.69409,6.69484,0
2022-07-05,64723305,"IDEALPRO","USD.CNH",0,6.69409,6.69489,0
2022-07-05,64728691,"IDEALPRO","USD.CNH",0,6.69409,6.69485,0
2022-07-05,64731684,"IDEALPRO","USD.CNH",0,6.69409,6.69489,0
2022-07-05,64734718,"IDEALPRO","USD.CNH",0,6.69409,6.69485,0
2022-07-05,64752270,"IDEALPRO","USD.CNH",0,6.69409,6.69486,0
2022-07-05,64810615,"IDEALPRO","USD.CNH",0,6.69409,6.69489,0
2022-07-05,64813736,"IDEALPRO","USD.CNH",0,6.69409,6.69486,0
2022-07-05,64823721,"IDEALPRO","USD.CNH",0,6.69409,6.69487,0
2022-07-05,64826718,"IDEALPRO","USD.CNH",0,6.69409,6.6949,0
2022-07-05,64835895,"IDEALPRO","USD.CNH",0,6.69409,6.69491,0
2022-07-05,64837119,"IDEALPRO","USD.CNH",0,6.69409,6.6949,0
2022-07-05,64842101,"IDEALPRO","USD.CNH",0,6.69409,6.69489,0
2022-07-05,64910063,"IDEALPRO","USD.CNH",0,6.69409,6.69486,0
2022-07-05,64911220,"IDEALPRO","USD.CNH",0,6.69409,6.69489,0
2022-07-05,64916751,"IDEALPRO","USD.CNH",0,6.69408,6.69489,0
2022-07-05,64929346,"IDEALPRO","USD.CNH",0,6.69408,6.69488,0
2022-07-05,64931773,"IDEALPRO","USD.CNH",0,6.69408,6.6949,0
2022-07-05,64933220,"IDEALPRO","USD.CNH",0,6.69408,6.69488,0
2022-07-05,64938610,"IDEALPRO","USD.CNH",0,6.69408,6.6949,0
2022-07-05,64939762,"IDEALPRO","USD.CNH",0,6.69408,6.69488,0
2022-07-05,65028026,"IDEALPRO","USD.CNH",0,6.69408,6.69485,0
2022-07-05,65030020,"IDEALPRO","USD.CNH",0,6.69408,6.69489,0
2022-07-05,65035560,"IDEALPRO","USD.CNH",0,6.69408,6.69485,0
2022-07-05,65036706,"IDEALPRO","USD.CNH",0,6.69408,6.69489,0
2022-07-05,65100615,"IDEALPRO","USD.CNH",0,6.69408,6.69488,0
