"InternalDate","Time","Symbol","LastPrice","Volume","BPrice1","SPrice1"
20220705,205900000,"sc2208",714.4,92,714.4,714.5
20220705,210000000,"sc2208",714.4,127,714.1,714.4
20220705,210001000,"sc2208",712.9,333,712.4,712.9
20220705,210002000,"sc2208",713,427,712.9,713.4
20220705,210003000,"sc2208",714.1,558,714.1,714.3
20220705,210004000,"sc2208",714.4,699,714.3,714.4
20220705,210005000,"sc2208",714.2,753,714.1,714.3
20220705,210006000,"sc2208",713.4,834,713.4,713.8
20220705,210007000,"sc2208",713.4,879,713.3,713.4
20220705,210008000,"sc2208",713,907,712.9,713
20220705,210009000,"sc2208",713,1019,713,713.3
20220705,210010000,"sc2208",713.2,1106,713.2,713.4
20220705,210011000,"sc2208",713.2,1138,713,713.2
20220705,210012000,"sc2208",713.2,1161,713.2,713.3
20220705,210013000,"sc2208",713.2,1188,712.9,713.2
20220705,210014000,"sc2208",712.9,1212,712.9,713.1
20220705,210015000,"sc2208",713,1260,712.8,713
20220705,210016000,"sc2208",712.8,1314,712.9,713.2
20220705,210017000,"sc2208",712.9,1375,712.9,713
20220705,210018000,"sc2208",712.8,1417,712.8,713.1
20220705,210019000,"sc2208",712.9,1452,712.7,712.8
20220705,210020000,"sc2208",713.1,1492,712.8,713.1
20220705,210021000,"sc2208",713,1523,712.9,713.2
20220705,210022000,"sc2208",713.1,1557,713,713.1
20220705,210023000,"sc2208",712.9,1598,712.9,713.1
20220705,210024000,"sc2208",713,1631,712.9,713
20220705,210025000,"sc2208",713,1673,712.9,713.1
20220705,210026000,"sc2208",712.9,1714,712.9,713.1
20220705,210027000,"sc2208",713.1,1727,713,713.1
20220705,210028000,"sc2208",713,1751,713,713.2
20220705,210029000,"sc2208",712.9,1770,712.8,713
20220705,210030000,"sc2208",712.9,1789,712.8,712.9
20220705,210031000,"sc2208",712.7,1820,712.5,712.7
20220705,210032000,"sc2208",712.3,1846,712.2,712.3
20220705,210033000,"sc2208",712.3,1889,712.3,712.6
20220705,210034000,"sc2208",712.3,1930,712.1,712.3
20220705,210035000,"sc2208",711.9,1971,711.9,712
20220705,210036000,"sc2208",711.7,2008,711.7,711.9
20220705,210037000,"sc2208",712.1,2115,712.1,712.4
20220705,210038000,"sc2208",712.5,2135,712.5,712.6
20220705,210039000,"sc2208",712.2,2184,712.2,712.5
20220705,210040000,"sc2208",712.5,2215,712.3,712.6
