"InternalDate","Time","Exchange","Symbol","BidPrice2","BidPrice1","AskPrice1","AskPrice2"
2022-07-04,65819756,"IDEALPRO","USD.CNH",0,6.7002,6.70332,0
2022-07-04,65841512,"IDEALPRO","USD.CNH",0,6.7002,6.70332,0
2022-07-04,65854756,"IDEALPRO","USD.CNH",0,6.7002,6.7033,0
2022-07-04,70004398,"IDEALPRO","USD.CNH",0,6.7002,6.70331,0
2022-07-04,70019752,"IDEALPRO","USD.CNH",0,6.7002,6.7033,0
2022-07-04,70027767,"IDEALPRO","USD.CNH",0,6.7002,6.70329,0
2022-07-04,70106572,"IDEALPRO","USD.CNH",0,6.7002,6.70278,0
2022-07-04,70107294,"IDEALPRO","USD.CNH",0,6.7002,6.70271,0
2022-07-04,70108624,"IDEALPRO","USD.CNH",0,6.7002,6.70278,0
2022-07-04,70119657,"IDEALPRO","USD.CNH",0,6.7002,6.70273,0
2022-07-04,70124105,"IDEALPRO","USD.CNH",0,6.7002,6.70271,0
2022-07-04,70133322,"IDEALPRO","USD.CNH",0,6.7002,6.70263,0
2022-07-04,70144591,"IDEALPRO","USD.CNH",0,6.7002,6.70256,0
2022-07-04,70207631,"IDEALPRO","USD.CNH",0,6.7002,6.70251,0
2022-07-04,70222314,"IDEALPRO","USD.CNH",0,6.7002,6.70246,0
2022-07-04,70249488,"IDEALPRO","USD.CNH",0,6.7002,6.70241,0
2022-07-04,70301690,"IDEALPRO","USD.CNH",0,6.7002,6.70236,0
2022-07-04,70346582,"IDEALPRO","USD.CNH",0,6.7002,6.70227,0
2022-07-04,70352384,"IDEALPRO","USD.CNH",0,6.7002,6.70237,0
2022-07-04,70404813,"IDEALPRO","USD.CNH",0,6.7002,6.70232,0
2022-07-04,70431709,"IDEALPRO","USD.CNH",0,6.7002,6.70225,0
2022-07-04,70440401,"IDEALPRO","USD.CNH",0,6.7002,6.70251,0
2022-07-04,70441950,"IDEALPRO","USD.CNH",0,6.7002,6.70236,0
2022-07-04,70444888,"IDEALPRO","USD.CNH",0,6.7002,6.70222,0
2022-07-04,70501766,"IDEALPRO","USD.CNH",0,6.7002,6.70216,0
