"InternalDate","Time","Symbol","LastPrice","Volume","BPrice1","SPrice1"
20220630,205900000,"sc2208",722.1,63,722.1,722.2
20220630,210000000,"sc2208",722.1,87,722.2,722.3
20220630,210001000,"sc2208",722.3,168,722.2,722.3
20220630,210002000,"sc2208",722.6,190,722.5,722.7
20220630,210003000,"sc2208",723,230,723,723.1
20220630,210004000,"sc2208",723.1,284,723.1,723.2
20220630,210005000,"sc2208",723,352,722.9,723.2
20220630,210006000,"sc2208",723.2,407,723.2,723.5
20220630,210007000,"sc2208",723.5,463,723.4,723.6
20220630,210008000,"sc2208",723.4,532,723.2,723.7
20220630,210009000,"sc2208",723.7,583,723.5,723.8
20220630,210010000,"sc2208",723.8,638,723.7,723.9
20220630,210011000,"sc2208",723.9,669,723.6,723.8
20220630,210012000,"sc2208",723.9,704,723.8,723.9
20220630,210013000,"sc2208",723.8,736,723.7,724
20220630,210014000,"sc2208",723.7,754,723.7,723.8
20220630,210015000,"sc2208",723.7,802,723.5,723.7
20220630,210016000,"sc2208",723.3,825,723.1,723.3
20220630,210017000,"sc2208",723,846,723,723.1
20220630,210018000,"sc2208",723,862,722.9,723
20220630,210019000,"sc2208",723.1,871,723,723.2
20220630,210020000,"sc2208",723.2,889,723.2,723.4
20220630,210021000,"sc2208",723,917,723,723.1
20220630,210022000,"sc2208",723.2,948,722.9,723.1
20220630,210023000,"sc2208",722.9,974,722.8,722.9
20220630,210024000,"sc2208",722.9,986,722.9,723
20220630,210025000,"sc2208",722.9,1001,722.8,723.1
20220630,210026000,"sc2208",722.9,1014,722.8,722.9
20220630,210027000,"sc2208",722.8,1029,722.7,722.8
20220630,210028000,"sc2208",722.4,1061,722.3,722.6
20220630,210029000,"sc2208",722.4,1068,722.3,722.4
20220630,210030000,"sc2208",722.3,1095,722.3,722.4
20220630,210031000,"sc2208",722.4,1114,722.4,722.7
20220630,210032000,"sc2208",722.7,1153,722.6,722.9
20220630,210033000,"sc2208",722.7,1165,722.5,722.7
20220630,210034000,"sc2208",722.7,1171,722.5,722.7
20220630,210035000,"sc2208",722.5,1179,722.5,722.7
20220630,210036000,"sc2208",722.5,1181,722.4,722.5
