"InternalDate","Time","Symbol","LastPrice","Volume","BPrice1","SPrice1"
20220706,205900000,"sc2208",673.8,146,673.7,673.8
20220706,210000000,"sc2208",672.1,169,672.1,673
20220706,210001000,"sc2208",672.2,251,672.1,672.2
20220706,210002000,"sc2208",671.7,302,671,671.7
20220706,210003000,"sc2208",671,344,671,671.3
20220706,210004000,"sc2208",671,432,670.6,670.8
20220706,210005000,"sc2208",671,495,670.8,671
20220706,210006000,"sc2208",671.1,571,671.1,671.4
20220706,210007000,"sc2208",671.4,610,671.3,671.7
20220706,210008000,"sc2208",671.3,646,671.3,671.4
20220706,210009000,"sc2208",671,699,670.8,671.4
20220706,210010000,"sc2208",670.9,742,670.7,670.9
20220706,210011000,"sc2208",670.4,796,670.3,670.4
20220706,210012000,"sc2208",670.2,847,670.2,670.3
20220706,210013000,"sc2208",670.5,896,670.1,670.5
20220706,210014000,"sc2208",670,942,670,670.1
20220706,210015000,"sc2208",670.5,981,670.4,670.5
20220706,210016000,"sc2208",670.6,1034,670.6,670.9
20220706,210017000,"sc2208",670.8,1096,670.6,671
20220706,210018000,"sc2208",671.1,1118,670.8,671.1
20220706,210019000,"sc2208",671,1154,671,671.3
20220706,210020000,"sc2208",671,1195,670.9,671.2
20220706,210021000,"sc2208",670.7,1214,670.7,670.8
20220706,210022000,"sc2208",670.6,1261,670.4,670.6
20220706,210023000,"sc2208",670.5,1288,670.3,670.5
20220706,210024000,"sc2208",670.4,1330,670.4,670.8
20220706,210025000,"sc2208",670.5,1337,670.5,670.6
20220706,210026000,"sc2208",670.5,1375,670.3,670.6
20220706,210027000,"sc2208",670.4,1391,670.3,670.5
20220706,210028000,"sc2208",670.3,1404,670.2,670.3
20220706,210029000,"sc2208",670.2,1427,670.2,670.4
20220706,210030000,"sc2208",670.3,1493,669.9,670.2
20220706,210031000,"sc2208",669.9,1506,669.8,669.9
20220706,210032000,"sc2208",669.9,1523,669.9,670.1
20220706,210033000,"sc2208",670,1541,669.8,669.9
20220706,210034000,"sc2208",669.7,1555,669.7,669.8
20220706,210035000,"sc2208",669.5,1596,669.4,669.6
20220706,210036000,"sc2208",669.4,1634,669.2,669.3
20220706,210037000,"sc2208",669.6,1701,669.4,669.6
20220706,210038000,"sc2208",669.6,1720,669.6,670
20220706,210039000,"sc2208",669.6,1752,669.5,669.6
20220706,210040000,"sc2208",669.6,1776,669.4,669.7
20220706,210041000,"sc2208",669.4,1799,669.4,669.6
20220706,210042000,"sc2208",669.6,1819,669.6,669.8
20220706,210043000,"sc2208",669.7,1831,669.5,669.6
20220706,210044000,"sc2208",669.6,1839,669.6,669.7
20220706,210045000,"sc2208",669.8,1856,669.6,669.8
20220706,210046000,"sc2208",669.8,1865,669.7,669.8
20220706,210047000,"sc2208",669.8,1895,669.9,670
20220706,210048000,"sc2208",669.9,1906,669.8,670
20220706,210049000,"sc2208",669.8,1930,669.7,670
20220706,210050000,"sc2208",669.6,1970,669.3,669.6
20220706,210051000,"sc2208",669.5,1994,669.3,669.5
20220706,210052000,"sc2208",669.3,2010,669.2,669.4
20220706,210053000,"sc2208",669.4,2022,669.3,669.4
20220706,210054000,"sc2208",669.4,2043,669.3,669.4
20220706,210055000,"sc2208",669.2,2048,669.2,669.4
20220706,210056000,"sc2208",669.3,2056,669.1,669.2
20220706,210057000,"sc2208",669.1,2072,669,669.1
20220706,210058000,"sc2208",669,2092,669,669.2
20220706,210059000,"sc2208",669,2123,669.1,669.2
20220706,210100000,"sc2208",669.2,2149,669.1,669.3
20220706,210101000,"sc2208",669.1,2165,669,669.1
20220706,210102000,"sc2208",669.2,2199,669.3,669.4
20220706,210103000,"sc2208",669.6,2226,669.6,669.8
20220706,210104000,"sc2208",669.5,2250,669.5,669.6
20220706,210105000,"sc2208",669.5,2264,669.5,669.6
20220706,210106000,"sc2208",669.4,2275,669.4,669.5
20220706,210107000,"sc2208",669.7,2287,669.6,669.8
20220706,210108000,"sc2208",669.8,2300,669.5,669.8
20220706,210109000,"sc2208",669.7,2305,669.6,669.8
20220706,210110000,"sc2208",669.6,2324,669.6,669.7
20220706,210111000,"sc2208",669.4,2343,669.4,669.5
20220706,210112000,"sc2208",669.8,2430,669.6,669.9
20220706,210113000,"sc2208",669.5,2467,669.5,669.6
20220706,210114000,"sc2208",669.7,2484,669.7,669.8
20220706,210115000,"sc2208",669.8,2529,669.8,670
20220706,210116000,"sc2208",670.6,2555,670.3,670.6
20220706,210117000,"sc2208",670.4,2563,670.4,670.6
20220706,210118000,"sc2208",670.7,2589,670.7,671
20220706,210119000,"sc2208",670.8,2606,670.8,671
20220706,210120000,"sc2208",671,2638,671,671.1
20220706,210121000,"sc2208",671.2,2654,671.1,671.4
20220706,210122000,"sc2208",670.8,2700,670.7,670.8
20220706,210123000,"sc2208",670.6,2725,670.4,670.6
20220706,210124000,"sc2208",670.4,2731,670.4,670.5
20220706,210125000,"sc2208",670.1,2756,669.9,670.3
20220706,210126000,"sc2208",670,2761,669.9,670.1
20220706,210127000,"sc2208",670.2,2788,670.2,670.3
20220706,210128000,"sc2208",670,2793,670,670.1
20220706,210129000,"sc2208",670.1,2802,669.9,670.2
20220706,210130000,"sc2208",670.1,2807,670,670.1
20220706,210131000,"sc2208",670.1,2823,670,670.3
20220706,210132000,"sc2208",670.1,2833,670,670.1
20220706,210133000,"sc2208",670.2,2850,670,670.2
20220706,210134000,"sc2208",670,2862,669.9,670
20220706,210135000,"sc2208",670.1,2885,670.2,670.3
20220706,210136000,"sc2208",670.3,2910,670.3,670.5
20220706,210137000,"sc2208",670.6,2926,670.6,670.7
20220706,210138000,"sc2208",670.3,2935,670.4,670.5
20220706,210139000,"sc2208",669.6,2990,669.6,670.1
20220706,210140000,"sc2208",670.2,3009,670,670.1
20220706,210141000,"sc2208",670.1,3035,669.9,670.1
20220706,210142000,"sc2208",670.1,3044,669.9,670.1
20220706,210143000,"sc2208",670.1,3048,669.9,670.1
20220706,210144000,"sc2208",670.1,3051,669.9,670
20220706,210145000,"sc2208",670,3054,670,670.1
20220706,210146000,"sc2208",669.9,3065,669.8,669.9
20220706,210147000,"sc2208",670,3081,669.8,670
20220706,210148000,"sc2208",669.8,3087,669.7,669.8
20220706,210149000,"sc2208",669.7,3104,669.7,670
20220706,210150000,"sc2208",669.6,3139,669.8,669.9
20220706,210151000,"sc2208",669.7,3145,669.5,669.8
20220706,210152000,"sc2208",669.8,3160,669.7,670
20220706,210153000,"sc2208",669.8,3169,669.7,670
20220706,210154000,"sc2208",670.3,3207,670.1,670.3
