"InternalDate","Time","Exchange","Symbol","BidPrice2","BidPrice1","AskPrice1","AskPrice2"
2022-07-07,64005089,"IDEALPRO","USD.CNH",0,6.71322,6.71498,0
2022-07-07,64015307,"IDEALPRO","USD.CNH",0,6.71322,6.71498,0
2022-07-07,64035330,"IDEALPRO","USD.CNH",0,6.71322,6.71498,0
2022-07-07,64040639,"IDEALPRO","USD.CNH",0,6.71321,6.71498,0
2022-07-07,64111288,"IDEALPRO","USD.CNH",0,6.71321,6.715,0
2022-07-07,64129419,"IDEALPRO","USD.CNH",0,6.71321,6.71502,0
2022-07-07,64134936,"IDEALPRO","USD.CNH",0,6.71321,6.71502,0
2022-07-07,64142175,"IDEALPRO","USD.CNH",0,6.71321,6.71502,0
2022-07-07,64242304,"IDEALPRO","USD.CNH",0,6.71321,6.71502,0
2022-07-07,64348585,"IDEALPRO","USD.CNH",0,6.71291,6.71465,0
2022-07-07,64359698,"IDEALPRO","USD.CNH",0,6.71294,6.71465,0
2022-07-07,64401969,"IDEALPRO","USD.CNH",0,6.71294,6.71462,0
2022-07-07,64411115,"IDEALPRO","USD.CNH",0,6.71296,6.71462,0
2022-07-07,64414863,"IDEALPRO","USD.CNH",0,6.71316,6.7149,0
2022-07-07,64434921,"IDEALPRO","USD.CNH",0,6.71316,6.71492,0
2022-07-07,64451848,"IDEALPRO","USD.CNH",0,6.71316,6.71492,0
2022-07-07,64452115,"IDEALPRO","USD.CNH",0,6.71316,6.71491,0
2022-07-07,64454627,"IDEALPRO","USD.CNH",0,6.71303,6.71486,0
2022-07-07,64455353,"IDEALPRO","USD.CNH",0,6.71317,6.71486,0
2022-07-07,64456723,"IDEALPRO","USD.CNH",0,6.7131,6.71486,0
2022-07-07,64457457,"IDEALPRO","USD.CNH",0,6.71317,6.71486,0
2022-07-07,64458527,"IDEALPRO","USD.CNH",0,6.71304,6.71486,0
2022-07-07,64459561,"IDEALPRO","USD.CNH",0,6.71317,6.71483,0
2022-07-07,64500797,"IDEALPRO","USD.CNH",0,6.7131,6.71475,0
